Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2024-07-10,01:30,CNY,CPI y/y,MEDIUM,,,
2024-07-10,01:30,CNY,PPI y/y,MEDIUM,,,
2024-07-10,02:00,NZD,Official Cash Rate,HIGH,,,
2024-07-10,02:00,NZD,RBNZ Rate Statement,HIGH,,,
2024-07-10,14:00,USD,Fed Chair Powell Testifies,HIGH,,,
2024-07-10,17:01,USD,10-y Bond Auction,MEDIUM,,,
2024-07-11,06:00,GBP,GDP m/m,HIGH,,,
2024-07-11,12:30,USD,Core CPI m/m,HIGH,,,
2024-07-11,12:30,USD,CPI m/m,HIGH,,,
2024-07-11,12:30,USD,CPI y/y,HIGH,,,
2024-07-11,12:30,USD,Unemployment Claims,HIGH,,,
2024-07-11,17:01,USD,30-y Bond Auction,MEDIUM,,,
2024-07-12,09:03,CNY,New Loans,MEDIUM,,,
2024-07-12,12:30,USD,Core PPI m/m,HIGH,,,
2024-07-12,12:30,USD,PPI m/m,HIGH,,,
2024-07-12,14:00,USD,Prelim UoM Consumer Sentiment,HIGH,,,
2024-07-12,14:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-07-15,02:00,CNY,GDP q/y,MEDIUM,,,
2024-07-15,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2024-07-15,12:30,USD,Empire State Manufacturing Index,HIGH,,,
2024-07-15,16:30,USD,Fed Chair Powell Speaks,HIGH,,,
2024-07-16,12:30,CAD,CPI m/m,HIGH,,,
2024-07-16,12:30,CAD,Median CPI y/y,HIGH,,,
2024-07-16,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-07-16,12:30,CAD,Common CPI y/y,MEDIUM,,,
2024-07-16,12:30,USD,Core Retail Sales m/m,HIGH,,,
2024-07-16,12:30,USD,Retail Sales m/m,HIGH,,,
2024-07-16,22:45,NZD,CPI q/q,HIGH,,,
2024-07-17,06:00,GBP,CPI y/y,HIGH,,,
2024-07-17,12:30,USD,Building Permits,MEDIUM,,,
2024-07-17,13:15,USD,Industrial Production m/m,MEDIUM,,,
2024-07-17,13:35,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-07-18,01:30,AUD,Employment Change,HIGH,,,
2024-07-18,01:30,AUD,Unemployment Rate,HIGH,,,
2024-07-18,06:00,GBP,Claimant Count Change,HIGH,,,
2024-07-18,06:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2024-07-18,12:15,EUR,Main Refinancing Rate,HIGH,,,
2024-07-18,12:15,EUR,Monetary Policy Statement,HIGH,,,
2024-07-18,12:30,USD,Unemployment Claims,HIGH,,,
2024-07-18,12:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-07-18,12:45,EUR,ECB Press Conference,HIGH,,,
2024-07-18,22:05,USD,FOMC Member Daly Speaks,MEDIUM,,,
2024-07-19,06:00,GBP,Retail Sales m/m,HIGH,,,
2024-07-19,12:30,CAD,Core Retail Sales m/m,HIGH,,,
2024-07-19,12:30,CAD,Retail Sales m/m,HIGH,,,
2024-07-19,14:40,USD,FOMC Member Williams Speaks,MEDIUM,,,
2024-07-22,01:03,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-07-22,01:03,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-07-23,13:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-07-23,14:00,USD,Existing Home Sales,MEDIUM,,,
2024-07-24,07:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-07-24,07:15,EUR,French Flash Services PMI,HIGH,,,
2024-07-24,07:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-07-24,07:30,EUR,German Flash Services PMI,HIGH,,,
2024-07-24,08:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-07-24,08:00,EUR,Flash Services PMI,MEDIUM,,,
2024-07-24,08:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-07-24,08:30,GBP,Flash Services PMI,HIGH,,,
2024-07-24,13:45,CAD,BOC Monetary Policy Report,HIGH,,,
2024-07-24,13:45,CAD,BOC Rate Statement,HIGH,,,
2024-07-24,13:45,CAD,Overnight Rate,HIGH,,,
2024-07-24,13:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-07-24,13:45,USD,Flash Services PMI,HIGH,,,
2024-07-24,14:00,USD,New Home Sales,MEDIUM,,,
2024-07-24,14:30,CAD,BOC Press Conference,HIGH,,,
2024-07-25,08:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-07-25,12:30,USD,Advance GDP q/q,HIGH,,,
2024-07-25,12:30,USD,Unemployment Claims,HIGH,,,
2024-07-25,12:30,USD,Advance GDP Price Index q/q,MEDIUM,,,
2024-07-25,12:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-07-25,12:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-07-25,15:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-07-25,15:15,All,G20 Meetings,MEDIUM,,,
2024-07-25,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-07-26,12:30,USD,Core PCE Price Index m/m,HIGH,,,
2024-07-26,14:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2024-07-26,15:15,All,G20 Meetings,MEDIUM,,,
2024-07-30,06:29,EUR,German Prelim CPI m/m,HIGH,,,
2024-07-30,07:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-07-30,13:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2024-07-30,14:00,USD,CB Consumer Confidence,HIGH,,,
2024-07-30,14:00,USD,JOLTS Job Openings,HIGH,,,
2024-07-31,01:30,AUD,CPI q/q,HIGH,,,
2024-07-31,01:30,AUD,CPI y/y,HIGH,,,
2024-07-31,01:30,AUD,Trimmed Mean CPI q/q,HIGH,,,
2024-07-31,01:30,AUD,Retail Sales m/m,MEDIUM,,,
2024-07-31,01:30,CNY,Manufacturing PMI,HIGH,,,
2024-07-31,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2024-07-31,03:57,JPY,BOJ Outlook Report,HIGH,,,
2024-07-31,03:57,JPY,BOJ Policy Rate,HIGH,,,
2024-07-31,03:57,JPY,Monetary Policy Statement,HIGH,,,
2024-07-31,06:30,JPY,BOJ Press Conference,HIGH,,,
2024-07-31,09:00,EUR,Core CPI Flash Estimate y/y,HIGH,,,
2024-07-31,09:00,EUR,CPI Flash Estimate y/y,HIGH,,,
2024-07-31,12:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2024-07-31,12:30,CAD,GDP m/m,HIGH,,,
2024-07-31,12:30,USD,Employment Cost Index q/q,HIGH,,,
2024-07-31,13:45,USD,Chicago PMI,MEDIUM,,,
2024-07-31,14:00,USD,Pending Home Sales m/m,HIGH,,,
2024-07-31,18:00,USD,Federal Funds Rate,HIGH,,,
2024-07-31,18:00,USD,FOMC Statement,HIGH,,,
2024-07-31,18:30,USD,FOMC Press Conference,HIGH,,,
2024-08-01,09:15,All,OPEC-JMMC Meetings,MEDIUM,,,
2024-08-01,11:00,GBP,BOE Monetary Policy Report,HIGH,,,
2024-08-01,11:00,GBP,Monetary Policy Summary,HIGH,,,
2024-08-01,11:00,GBP,MPC Official Bank Rate Votes,HIGH,,,
2024-08-01,11:00,GBP,Official Bank Rate,HIGH,,,
2024-08-01,11:30,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-08-01,12:30,USD,Unemployment Claims,HIGH,,,
2024-08-01,13:45,USD,Final Manufacturing PMI,MEDIUM,,,
2024-08-01,14:00,USD,ISM Manufacturing PMI,HIGH,,,
2024-08-01,14:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2024-08-01,16:15,GBP,MPC Member Pill Speaks,MEDIUM,,,
2024-08-02,06:30,CHF,CPI m/m,HIGH,,,
2024-08-02,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-08-02,12:30,USD,Non-Farm Employment Change,HIGH,,,
2024-08-02,12:30,USD,Unemployment Rate,HIGH,,,
2024-08-05,13:45,USD,Final Services PMI,MEDIUM,,,
2024-08-05,14:00,USD,ISM Services PMI,HIGH,,,
2024-08-06,04:30,AUD,Cash Rate,HIGH,,,
2024-08-06,04:30,AUD,RBA Monetary Policy Statement,HIGH,,,
2024-08-06,04:30,AUD,RBA Rate Statement,HIGH,,,
2024-08-06,05:30,AUD,RBA Press Conference,MEDIUM,,,
2024-08-06,08:30,GBP,Construction PMI,MEDIUM,,,
2024-08-06,22:45,NZD,Employment Change q/q,HIGH,,,
2024-08-06,22:45,NZD,Unemployment Rate,HIGH,,,
2024-08-07,14:00,CAD,Ivey PMI,MEDIUM,,,
2024-08-07,17:01,USD,10-y Bond Auction,MEDIUM,,,
2024-08-08,02:40,AUD,RBA Gov Bullock Speaks,HIGH,,,
2024-08-08,03:00,NZD,Inflation Expectations q/q,HIGH,,,
2024-08-08,12:30,USD,Unemployment Claims,HIGH,,,
2024-08-08,17:01,USD,30-y Bond Auction,MEDIUM,,,
2024-08-09,01:30,CNY,CPI y/y,MEDIUM,,,
2024-08-09,01:30,CNY,PPI y/y,MEDIUM,,,
2024-08-09,12:30,CAD,Employment Change,HIGH,,,
2024-08-09,12:30,CAD,Unemployment Rate,HIGH,,,
2024-08-13,01:30,AUD,Wage Price Index q/q,HIGH,,,
2024-08-13,06:00,GBP,Claimant Count Change,HIGH,,,
2024-08-13,06:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2024-08-13,09:03,CNY,New Loans,MEDIUM,,,
2024-08-13,12:30,USD,Core PPI m/m,HIGH,,,
2024-08-13,12:30,USD,PPI m/m,HIGH,,,
2024-08-14,02:00,NZD,Official Cash Rate,HIGH,,,
2024-08-14,02:00,NZD,RBNZ Monetary Policy Statement,HIGH,,,
2024-08-14,02:00,NZD,RBNZ Rate Statement,HIGH,,,
2024-08-14,03:00,NZD,RBNZ Press Conference,MEDIUM,,,
2024-08-14,06:00,GBP,CPI y/y,HIGH,,,
2024-08-14,12:30,USD,Core CPI m/m,HIGH,,,
2024-08-14,12:30,USD,CPI m/m,HIGH,,,
2024-08-14,12:30,USD,CPI y/y,HIGH,,,
2024-08-14,18:00,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-08-14,19:30,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-08-14,23:10,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-08-15,01:30,AUD,Employment Change,HIGH,,,
2024-08-15,01:30,AUD,Unemployment Rate,HIGH,,,
2024-08-15,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2024-08-15,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2024-08-15,06:00,GBP,GDP m/m,HIGH,,,
2024-08-15,06:00,GBP,Prelim GDP q/q,MEDIUM,,,
2024-08-15,12:30,USD,Core Retail Sales m/m,HIGH,,,
2024-08-15,12:30,USD,Retail Sales m/m,HIGH,,,
2024-08-15,12:30,USD,Unemployment Claims,HIGH,,,
2024-08-15,12:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2024-08-15,12:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-08-15,23:30,AUD,RBA Gov Bullock Speaks,HIGH,,,
2024-08-16,02:30,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-08-16,06:00,GBP,Retail Sales m/m,HIGH,,,
2024-08-16,12:30,USD,Building Permits,MEDIUM,,,
2024-08-16,14:00,USD,Prelim UoM Consumer Sentiment,MEDIUM,,,
2024-08-16,14:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-08-19,13:15,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-08-20,01:03,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-08-20,01:03,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-08-20,01:30,AUD,Monetary Policy Meeting Minutes,MEDIUM,,,
2024-08-20,09:30,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-08-20,12:30,CAD,CPI m/m,HIGH,,,
2024-08-20,12:30,CAD,Median CPI y/y,HIGH,,,
2024-08-20,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-08-20,12:30,CAD,Common CPI y/y,MEDIUM,,,
2024-08-21,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-08-21,18:00,USD,FOMC Meeting Minutes,HIGH,,,
2024-08-22,07:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-08-22,07:15,EUR,French Flash Services PMI,HIGH,,,
2024-08-22,07:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-08-22,07:30,EUR,German Flash Services PMI,HIGH,,,
2024-08-22,08:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-08-22,08:00,EUR,Flash Services PMI,MEDIUM,,,
2024-08-22,08:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-08-22,08:30,GBP,Flash Services PMI,HIGH,,,
2024-08-22,12:30,USD,Unemployment Claims,HIGH,,,
2024-08-22,13:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-08-22,13:45,USD,Flash Services PMI,HIGH,,,
2024-08-22,14:00,USD,Existing Home Sales,MEDIUM,,,
2024-08-22,16:15,All,Jackson Hole Symposium,MEDIUM,,,
2024-08-22,22:45,NZD,Retail Sales q/q,MEDIUM,,,
2024-08-23,00:33,JPY,BOJ Gov Ueda Speaks,HIGH,,,
2024-08-23,04:00,JPY,BOJ Gov Ueda Speaks,HIGH,,,
2024-08-23,12:00,USD,FOMC Member Bostic Speaks,MEDIUM,,,
2024-08-23,12:30,CAD,Core Retail Sales m/m,HIGH,,,
2024-08-23,12:30,CAD,Retail Sales m/m,HIGH,,,
2024-08-23,14:00,USD,Fed Chair Powell Speaks,HIGH,,,
2024-08-23,14:00,USD,New Home Sales,MEDIUM,,,
2024-08-23,15:00,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-08-23,15:00,USD,FOMC Member Harker Speaks,MEDIUM,,,
2024-08-23,16:15,All,Jackson Hole Symposium,HIGH,,,
2024-08-23,16:30,USD,FOMC Member Goolsbee Speaks,MEDIUM,,,
2024-08-24,16:15,All,Jackson Hole Symposium,MEDIUM,,,
2024-08-26,08:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-08-26,12:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-08-26,12:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-08-27,13:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2024-08-27,13:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-08-27,14:00,USD,CB Consumer Confidence,HIGH,,,
2024-08-28,01:30,AUD,CPI y/y,HIGH,,,
2024-08-28,05:15,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-08-28,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-08-29,06:29,EUR,German Prelim CPI m/m,HIGH,,,
2024-08-29,07:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-08-29,12:30,USD,Prelim GDP q/q,HIGH,,,
2024-08-29,12:30,USD,Unemployment Claims,HIGH,,,
2024-08-29,12:30,USD,Prelim GDP Price Index q/q,MEDIUM,,,
2024-08-29,14:00,USD,Pending Home Sales m/m,MEDIUM,,,
2024-08-29,16:00,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-08-29,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-08-30,01:30,AUD,Retail Sales m/m,MEDIUM,,,
2024-08-30,09:00,EUR,CPI Flash Estimate y/y,HIGH,,,
2024-08-30,09:00,EUR,Core CPI Flash Estimate y/y,MEDIUM,,,
2024-08-30,12:30,CAD,GDP m/m,HIGH,,,
2024-08-30,12:30,USD,Core PCE Price Index m/m,HIGH,,,
2024-08-30,13:45,USD,Chicago PMI,MEDIUM,,,
2024-08-30,14:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2024-08-31,01:30,CNY,Manufacturing PMI,HIGH,,,
2024-08-31,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2024-09-03,06:30,CHF,CPI m/m,HIGH,,,
2024-09-03,07:00,CHF,GDP q/q,MEDIUM,,,
2024-09-03,14:00,USD,ISM Manufacturing PMI,HIGH,,,
2024-09-03,14:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2024-09-04,01:30,AUD,GDP q/q,HIGH,,,
2024-09-04,13:45,CAD,BOC Rate Statement,HIGH,,,
2024-09-04,13:45,CAD,Overnight Rate,HIGH,,,
2024-09-04,14:00,USD,JOLTS Job Openings,HIGH,,,
2024-09-04,14:30,CAD,BOC Press Conference,HIGH,,,
2024-09-05,03:05,AUD,RBA Gov Bullock Speaks,HIGH,,,
2024-09-05,08:30,GBP,Construction PMI,MEDIUM,,,
2024-09-05,12:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2024-09-05,12:30,USD,Unemployment Claims,HIGH,,,
2024-09-05,13:45,USD,Final Services PMI,MEDIUM,,,
2024-09-05,14:00,USD,ISM Services PMI,HIGH,,,
2024-09-05,15:00,USD,Crude Oil Inventories,MEDIUM,,,
2024-09-06,12:30,CAD,Employment Change,HIGH,,,
2024-09-06,12:30,CAD,Unemployment Rate,HIGH,,,
2024-09-06,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-09-06,12:30,USD,Non-Farm Employment Change,HIGH,,,
2024-09-06,12:30,USD,Unemployment Rate,HIGH,,,
2024-09-06,12:45,USD,FOMC Member Williams Speaks,MEDIUM,,,
2024-09-06,14:00,CAD,Ivey PMI,MEDIUM,,,
2024-09-06,15:00,USD,FOMC Member Waller Speaks,HIGH,,,
2024-09-07,03:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-09-09,01:30,CNY,CPI y/y,MEDIUM,,,
2024-09-09,01:30,CNY,PPI y/y,MEDIUM,,,
2024-09-10,06:00,GBP,Claimant Count Change,HIGH,,,
2024-09-10,06:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2024-09-10,12:10,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-09-11,06:00,GBP,GDP m/m,HIGH,,,
2024-09-11,12:30,USD,Core CPI m/m,HIGH,,,
2024-09-11,12:30,USD,CPI m/m,HIGH,,,
2024-09-11,12:30,USD,CPI y/y,HIGH,,,
2024-09-11,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-09-12,12:15,EUR,Main Refinancing Rate,HIGH,,,
2024-09-12,12:15,EUR,Monetary Policy Statement,HIGH,,,
2024-09-12,12:30,USD,Core PPI m/m,HIGH,,,
2024-09-12,12:30,USD,PPI m/m,HIGH,,,
2024-09-12,12:30,USD,Unemployment Claims,HIGH,,,
2024-09-12,12:45,EUR,ECB Press Conference,HIGH,,,
2024-09-12,14:25,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-09-12,17:01,USD,30-y Bond Auction,MEDIUM,,,
2024-09-13,11:29,CNY,New Loans,MEDIUM,,,
2024-09-13,14:00,USD,Prelim UoM Consumer Sentiment,MEDIUM,,,
2024-09-13,14:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-09-14,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2024-09-14,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2024-09-16,12:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2024-09-17,09:00,EUR,German ZEW Economic Sentiment,MEDIUM,,,
2024-09-17,12:30,CAD,CPI m/m,HIGH,,,
2024-09-17,12:30,CAD,Median CPI y/y,HIGH,,,
2024-09-17,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-09-17,12:30,CAD,Common CPI y/y,MEDIUM,,,
2024-09-17,12:30,USD,Core Retail Sales m/m,HIGH,,,
2024-09-17,12:30,USD,Retail Sales m/m,HIGH,,,
2024-09-18,06:00,GBP,CPI y/y,HIGH,,,
2024-09-18,12:30,USD,Building Permits,MEDIUM,,,
2024-09-18,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-09-18,18:00,USD,Federal Funds Rate,HIGH,,,
2024-09-18,18:00,USD,FOMC Economic Projections,HIGH,,,
2024-09-18,18:00,USD,FOMC Statement,HIGH,,,
2024-09-18,18:30,USD,FOMC Press Conference,HIGH,,,
2024-09-18,22:45,NZD,GDP q/q,HIGH,,,
2024-09-19,01:30,AUD,Employment Change,HIGH,,,
2024-09-19,01:30,AUD,Unemployment Rate,HIGH,,,
2024-09-19,11:00,GBP,Monetary Policy Summary,HIGH,,,
2024-09-19,11:00,GBP,MPC Official Bank Rate Votes,HIGH,,,
2024-09-19,11:00,GBP,Official Bank Rate,HIGH,,,
2024-09-19,12:30,USD,Unemployment Claims,HIGH,,,
2024-09-19,12:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-09-19,14:00,USD,Existing Home Sales,MEDIUM,,,
2024-09-20,01:00,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-09-20,01:00,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-09-20,02:52,JPY,BOJ Policy Rate,HIGH,,,
2024-09-20,02:52,JPY,Monetary Policy Statement,HIGH,,,
2024-09-20,06:00,GBP,Retail Sales m/m,HIGH,,,
2024-09-20,06:30,JPY,BOJ Press Conference,HIGH,,,
2024-09-20,12:15,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-09-20,12:30,CAD,Core Retail Sales m/m,HIGH,,,
2024-09-20,12:30,CAD,Retail Sales m/m,HIGH,,,
2024-09-20,15:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-09-20,15:30,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-09-20,18:00,USD,FOMC Member Harker Speaks,MEDIUM,,,
2024-09-23,07:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-09-23,07:15,EUR,French Flash Services PMI,HIGH,,,
2024-09-23,07:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-09-23,07:30,EUR,German Flash Services PMI,HIGH,,,
2024-09-23,08:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-09-23,08:00,EUR,Flash Services PMI,MEDIUM,,,
2024-09-23,08:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-09-23,08:30,GBP,Flash Services PMI,HIGH,,,
2024-09-23,13:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-09-23,13:45,USD,Flash Services PMI,HIGH,,,
2024-09-24,04:30,AUD,Cash Rate,HIGH,,,
2024-09-24,04:30,AUD,RBA Rate Statement,HIGH,,,
2024-09-24,05:05,JPY,BOJ Gov Ueda Speaks,HIGH,,,
2024-09-24,05:30,AUD,RBA Press Conference,MEDIUM,,,
2024-09-24,08:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-09-24,13:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2024-09-24,13:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-09-24,14:00,USD,CB Consumer Confidence,HIGH,,,
2024-09-24,17:10,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-09-25,01:30,AUD,CPI y/y,HIGH,,,
2024-09-25,14:00,USD,New Home Sales,MEDIUM,,,
2024-09-25,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-09-26,07:30,CHF,SNB Monetary Policy Assessment,HIGH,,,
2024-09-26,07:30,CHF,SNB Policy Rate,HIGH,,,
2024-09-26,08:00,CHF,SNB Press Conference,HIGH,,,
2024-09-26,12:30,USD,Final GDP q/q,HIGH,,,
2024-09-26,12:30,USD,Unemployment Claims,HIGH,,,
2024-09-26,12:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-09-26,12:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-09-26,12:30,USD,Final GDP Price Index q/q,MEDIUM,,,
2024-09-26,13:20,USD,Fed Chair Powell Speaks,HIGH,,,
2024-09-26,13:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-09-26,14:00,USD,Pending Home Sales m/m,MEDIUM,,,
2024-09-26,15:15,USD,Treasury Sec Yellen Speaks,MEDIUM,,,
2024-09-26,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-09-27,07:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-09-27,12:30,CAD,GDP m/m,HIGH,,,
2024-09-27,12:30,USD,Core PCE Price Index m/m,HIGH,,,
2024-09-27,14:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2024-09-30,00:00,NZD,ANZ Business Confidence,MEDIUM,,,
2024-09-30,01:30,CNY,Manufacturing PMI,HIGH,,,
2024-09-30,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2024-09-30,06:29,EUR,German Prelim CPI m/m,HIGH,,,
2024-09-30,13:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-09-30,13:45,USD,Chicago PMI,MEDIUM,,,
2024-09-30,17:55,USD,Fed Chair Powell Speaks,HIGH,,,
2024-09-30,21:00,NZD,NZIER Business Confidence,MEDIUM,,,
2024-10-01,01:30,AUD,Retail Sales m/m,MEDIUM,,,
2024-10-01,09:00,EUR,Core CPI Flash Estimate y/y,HIGH,,,
2024-10-01,09:00,EUR,CPI Flash Estimate y/y,HIGH,,,
2024-10-01,13:45,USD,Final Manufacturing PMI,MEDIUM,,,
2024-10-01,14:00,USD,ISM Manufacturing PMI,HIGH,,,
2024-10-01,14:00,USD,JOLTS Job Openings,HIGH,,,
2024-10-01,14:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2024-10-01,15:15,CHF,SNB Chairman Schlegel Speaks,HIGH,,,
2024-10-02,09:15,All,OPEC-JMMC Meetings,MEDIUM,,,
2024-10-02,12:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2024-10-02,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-10-03,06:30,CHF,CPI m/m,HIGH,,,
2024-10-03,12:30,USD,Unemployment Claims,HIGH,,,
2024-10-03,13:45,USD,Final Services PMI,MEDIUM,,,
2024-10-03,14:00,USD,ISM Services PMI,HIGH,,,
2024-10-04,08:30,GBP,Construction PMI,MEDIUM,,,
2024-10-04,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-10-04,12:30,USD,Non-Farm Employment Change,HIGH,,,
2024-10-04,12:30,USD,Unemployment Rate,HIGH,,,
2024-10-04,14:00,CAD,Ivey PMI,MEDIUM,,,
2024-10-08,00:30,AUD,Monetary Policy Meeting Minutes,MEDIUM,,,
2024-10-09,01:00,NZD,Official Cash Rate,HIGH,,,
2024-10-09,01:00,NZD,RBNZ Rate Statement,HIGH,,,
2024-10-09,14:30,USD,Crude Oil Inventories,MEDIUM,,,
2024-10-09,18:00,USD,FOMC Meeting Minutes,HIGH,,,
2024-10-10,12:30,USD,Core CPI m/m,HIGH,,,
2024-10-10,12:30,USD,CPI m/m,HIGH,,,
2024-10-10,12:30,USD,CPI y/y,HIGH,,,
2024-10-10,12:30,USD,Unemployment Claims,HIGH,,,
2024-10-11,06:00,GBP,GDP m/m,HIGH,,,
2024-10-11,12:30,CAD,Employment Change,HIGH,,,
2024-10-11,12:30,CAD,Unemployment Rate,HIGH,,,
2024-10-11,12:30,USD,Core PPI m/m,HIGH,,,
2024-10-11,12:30,USD,PPI m/m,HIGH,,,
2024-10-11,14:00,USD,Prelim UoM Consumer Sentiment,MEDIUM,,,
2024-10-11,14:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-10-13,20:15,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-10-14,09:02,CNY,New Loans,MEDIUM,,,
2024-10-14,19:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-10-15,06:00,GBP,Claimant Count Change,HIGH,,,
2024-10-15,06:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
